Date,Value,Unit
2019-02-11 00:57:55 +0100,68,count/min
2019-02-11 01:02:30 +0100,68,count/min
2019-02-11 01:12:15 +0100,67.2213,count/min
2019-02-11 01:07:30 +0100,67,count/min
2019-02-11 01:13:42 +0100,67,count/min
2019-02-11 01:18:52 +0100,67,count/min
2019-02-11 01:22:42 +0100,67,count/min
2019-02-11 01:27:32 +0100,67,count/min
2019-02-11 01:32:32 +0100,67,count/min
2019-02-11 01:37:32 +0100,67,count/min
2019-02-11 01:42:37 +0100,67,count/min
2019-02-11 01:48:12 +0100,66,count/min
2019-02-11 01:53:02 +0100,65,count/min
2019-02-11 01:57:42 +0100,65,count/min
2019-02-11 02:02:32 +0100,65,count/min
2019-02-11 02:07:42 +0100,65,count/min
2019-02-11 02:12:57 +0100,65,count/min
2019-02-11 02:17:52 +0100,63,count/min
2019-02-11 02:22:32 +0100,63,count/min
2019-02-11 02:27:37 +0100,63,count/min
2019-02-11 02:33:47 +0100,62,count/min
2019-02-11 02:39:12 +0100,62,count/min
2019-02-11 02:44:02 +0100,62,count/min
2019-02-11 02:48:02 +0100,63,count/min
2019-02-11 02:55:10 +0100,63,count/min
2019-02-11 02:59:12 +0100,64,count/min
2019-02-11 03:03:17 +0100,63,count/min
2019-02-11 03:08:43 +0100,60,count/min
2019-02-11 03:13:08 +0100,60,count/min
2019-02-11 03:17:58 +0100,59,count/min
2019-02-11 03:23:38 +0100,62,count/min
2019-02-11 03:28:33 +0100,61,count/min
2019-02-11 03:33:41 +0100,60,count/min
2019-02-11 03:37:33 +0100,60,count/min
2019-02-11 03:42:38 +0100,60,count/min
2019-02-11 03:47:48 +0100,60,count/min
2019-02-11 03:52:33 +0100,59,count/min
2019-02-11 03:57:43 +0100,59,count/min
2019-02-11 04:04:03 +0100,59,count/min
2019-02-11 04:07:33 +0100,59,count/min
2019-02-11 04:12:53 +0100,55,count/min
2019-02-11 04:18:18 +0100,56,count/min
2019-02-11 04:22:43 +0100,54,count/min
2019-02-11 04:28:28 +0100,55,count/min
2019-02-11 04:32:38 +0100,53,count/min
2019-02-11 04:38:23 +0100,55,count/min
2019-02-11 04:44:23 +0100,58,count/min
2019-02-11 04:48:13 +0100,55,count/min
2019-02-11 04:52:33 +0100,54,count/min
2019-02-11 04:58:23 +0100,53,count/min
2019-02-11 05:03:43 +0100,54,count/min
2019-02-11 05:12:18 +0100,54.7595,count/min
2019-02-11 05:07:43 +0100,56,count/min
2019-02-11 05:13:44 +0100,55,count/min
2019-02-11 05:17:39 +0100,59,count/min
2019-02-11 05:23:43 +0100,58,count/min
2019-02-11 05:27:29 +0100,57,count/min
2019-02-11 05:32:39 +0100,57,count/min
2019-02-11 05:37:29 +0100,56,count/min
2019-02-11 05:42:29 +0100,56,count/min
2019-02-11 05:47:34 +0100,56,count/min
2019-02-11 05:52:49 +0100,56,count/min
2019-02-11 05:57:34 +0100,56,count/min
2019-02-11 06:02:29 +0100,56,count/min
2019-02-11 06:07:34 +0100,56,count/min
2019-02-11 06:13:04 +0100,56,count/min
2019-02-11 06:18:49 +0100,55,count/min
2019-02-11 06:24:49 +0100,52,count/min
2019-02-11 06:27:49 +0100,53,count/min
2019-02-11 06:34:54 +0100,53,count/min
2019-02-11 06:37:34 +0100,54,count/min
2019-02-11 06:43:19 +0100,53,count/min
2019-02-11 06:49:05 +0100,54,count/min
2019-02-11 06:53:00 +0100,55,count/min
2019-02-11 06:59:10 +0100,55,count/min
2019-02-11 07:03:41 +0100,56,count/min
2019-02-11 07:07:30 +0100,57,count/min
2019-02-11 07:12:45 +0100,57,count/min
2019-02-11 07:18:00 +0100,56,count/min
2019-02-11 07:22:45 +0100,54,count/min
2019-02-11 07:28:40 +0100,55,count/min
2019-02-11 07:33:31 +0100,56,count/min
2019-02-11 07:39:00 +0100,60,count/min
2019-02-11 07:46:40 +0100,69,count/min
2019-02-11 07:48:18 +0100,66,count/min
2019-02-11 07:56:30 +0100,63,count/min
2019-02-11 08:00:05 +0100,67,count/min
2019-02-11 08:07:04 +0100,67,count/min
2019-02-11 08:11:54 +0100,75,count/min
2019-02-11 08:13:44 +0100,72,count/min
2019-02-11 08:21:31 +0100,62,count/min
2019-02-11 08:22:54 +0100,64,count/min
2019-02-11 10:56:48 +0100,79,count/min
2019-02-11 11:01:40 +0100,81,count/min
2019-02-11 11:03:32 +0100,79,count/min
2019-02-11 11:10:22 +0100,76,count/min
2019-02-11 11:15:02 +0100,78,count/min
2019-02-11 11:21:25 +0100,76,count/min
2019-02-11 11:24:57 +0100,75,count/min
2019-02-11 11:31:44 +0100,73,count/min
2019-02-11 11:35:24 +0100,72,count/min
2019-02-11 11:40:59 +0100,75,count/min
2019-02-11 11:46:54 +0100,74,count/min
2019-02-11 11:48:07 +0100,72,count/min
2019-02-11 11:56:25 +0100,70,count/min
2019-02-11 12:00:59 +0100,68,count/min
2019-02-11 12:05:59 +0100,70,count/min
2019-02-11 12:10:54 +0100,72,count/min
2019-02-11 12:16:16 +0100,64,count/min
2019-02-11 12:19:52 +0100,63,count/min
2019-02-11 12:22:56 +0100,64,count/min
2019-02-11 12:29:45 +0100,69,count/min
2019-02-11 12:36:03 +0100,73,count/min
2019-02-11 12:38:33 +0100,70,count/min
2019-02-11 12:43:12 +0100,68,count/min
2019-02-11 12:47:36 +0100,74,count/min
2019-02-11 12:57:24 +0100,69,count/min
2019-02-11 13:08:19 +0100,108,count/min
2019-02-11 12:59:48 +0100,72,count/min
2019-02-11 13:13:13 +0100,116,count/min
2019-02-11 13:22:30 +0100,105,count/min
2019-02-11 13:10:22 +0100,62,count/min
2019-02-11 13:26:07 +0100,73.3178,count/min
2019-02-11 13:25:00 +0100,74,count/min
2019-02-11 13:32:29 +0100,70,count/min
2019-02-11 13:36:07 +0100,81,count/min
2019-02-11 13:38:28 +0100,84,count/min
2019-02-11 13:52:08 +0100,76,count/min
2019-02-11 13:53:33 +0100,78,count/min
2019-02-11 13:59:19 +0100,80,count/min
2019-02-11 14:04:25 +0100,78,count/min
2019-02-11 14:15:29 +0100,79,count/min
2019-02-11 14:22:24 +0100,68,count/min
2019-02-11 14:27:12 +0100,85,count/min
2019-02-11 14:28:19 +0100,86,count/min
2019-02-11 14:33:12 +0100,85,count/min
2019-02-11 14:37:50 +0100,89,count/min
2019-02-11 14:44:23 +0100,79,count/min
2019-02-11 14:48:27 +0100,77,count/min
2019-02-11 14:58:38 +0100,85,count/min
2019-02-11 15:05:03 +0100,80,count/min
2019-02-11 15:08:34 +0100,82,count/min
2019-02-11 15:20:08 +0100,92,count/min
2019-02-11 15:24:55 +0100,108,count/min
2019-02-11 15:16:18 +0100,59,count/min
2019-02-11 15:26:37 +0100,67,count/min
2019-02-11 15:28:08 +0100,83,count/min
2019-02-11 15:39:20 +0100,101,count/min
2019-02-11 15:35:42 +0100,92,count/min
2019-02-11 15:55:13 +0100,84,count/min
2019-02-11 16:10:50 +0100,89,count/min
2019-02-11 16:13:25 +0100,90,count/min
2019-02-11 16:23:54 +0100,103,count/min
2019-02-11 16:30:15 +0100,90,count/min
2019-02-11 16:46:38 +0100,95,count/min
2019-02-11 17:29:20 +0100,91,count/min
2019-02-11 17:34:15 +0100,85,count/min
2019-02-11 17:40:23 +0100,81,count/min
2019-02-11 17:43:30 +0100,83,count/min
2019-02-11 17:54:28 +0100,102,count/min
2019-02-11 17:57:13 +0100,91,count/min
2019-02-11 17:51:38 +0100,80,count/min
2019-02-11 17:59:39 +0100,76,count/min
2019-02-11 18:06:08 +0100,77,count/min
2019-02-11 18:06:13 +0100,75,count/min
2019-02-11 18:05:18 +0100,78,count/min
2019-02-11 18:08:11 +0100,74.2029,count/min
2019-02-11 18:09:18 +0100,75,count/min
2019-02-11 18:13:06 +0100,75,count/min
2019-02-11 18:19:48 +0100,73,count/min
2019-02-11 18:23:15 +0100,73,count/min
2019-02-11 18:29:36 +0100,75,count/min
2019-02-11 18:34:54 +0100,72,count/min
2019-02-11 18:41:29 +0100,69,count/min
2019-02-11 18:44:34 +0100,73,count/min
2019-02-11 18:47:33 +0100,74,count/min
2019-02-11 18:55:18 +0100,81,count/min
2019-02-11 19:05:41 +0100,88,count/min
2019-02-11 18:58:10 +0100,85,count/min
2019-02-11 19:10:30 +0100,66,count/min
2019-02-11 19:28:58 +0100,81,count/min
2019-02-11 19:24:03 +0100,77,count/min
2019-02-11 19:34:19 +0100,90,count/min
2019-02-11 19:29:14 +0100,79,count/min
2019-02-11 19:35:28 +0100,74,count/min
2019-02-11 19:42:56 +0100,73,count/min
2019-02-11 19:48:12 +0100,77,count/min
2019-02-11 20:02:22 +0100,74,count/min
2019-02-11 20:06:49 +0100,76,count/min
2019-02-11 20:07:53 +0100,84,count/min
2019-02-11 20:21:45 +0100,70,count/min
2019-02-11 20:24:52 +0100,61,count/min
2019-02-11 20:29:41 +0100,75,count/min
2019-02-11 20:36:45 +0100,78,count/min
2019-02-11 20:40:18 +0100,76,count/min
2019-02-11 20:43:33 +0100,85,count/min
2019-02-11 20:52:19 +0100,82,count/min
2019-02-11 20:58:50 +0100,77,count/min
2019-02-11 21:06:03 +0100,70,count/min
2019-02-11 21:14:01 +0100,69,count/min
2019-02-11 21:24:14 +0100,99,count/min
2019-02-11 21:34:36 +0100,69,count/min
2019-02-11 21:46:03 +0100,54,count/min
2019-02-11 21:51:37 +0100,57,count/min
2019-02-11 21:53:11 +0100,61,count/min
2019-02-11 22:00:22 +0100,62,count/min
2019-02-11 22:12:41 +0100,63,count/min
2019-02-11 22:24:34 +0100,68,count/min
2019-02-11 22:28:48 +0100,57,count/min
2019-02-11 22:36:36 +0100,58,count/min
2019-02-11 22:41:25 +0100,59.305,count/min
2019-02-11 22:41:25 +0100,61,count/min
2019-02-11 22:42:33 +0100,60,count/min
2019-02-11 22:47:53 +0100,62,count/min
2019-02-11 22:55:08 +0100,61,count/min
2019-02-11 22:57:53 +0100,60,count/min
2019-02-11 23:02:50 +0100,59,count/min
2019-02-11 23:07:38 +0100,60,count/min
2019-02-11 23:12:38 +0100,60,count/min
2019-02-11 23:17:33 +0100,60,count/min
2019-02-11 23:26:19 +0100,71,count/min
2019-02-11 23:27:56 +0100,63,count/min
2019-02-11 23:33:38 +0100,63,count/min
2019-02-11 23:37:43 +0100,62,count/min
2019-02-11 23:43:08 +0100,64,count/min
2019-02-11 23:47:48 +0100,63,count/min
2019-02-11 23:53:03 +0100,64,count/min
2019-02-11 23:57:33 +0100,65,count/min
2019-02-12 00:03:03 +0100,64,count/min
2019-02-12 00:08:48 +0100,65,count/min
2019-02-12 00:13:28 +0100,63,count/min
2019-02-12 00:17:48 +0100,62,count/min
2019-02-12 00:22:53 +0100,62,count/min
2019-02-12 00:27:38 +0100,61,count/min
2019-02-12 00:33:53 +0100,61,count/min
2019-02-12 00:38:28 +0100,60,count/min
2019-02-12 00:44:28 +0100,63,count/min
2019-02-12 00:47:58 +0100,64,count/min
2019-02-12 00:53:33 +0100,63,count/min
2019-02-12 00:58:51 +0100,62,count/min
2019-02-12 01:03:53 +0100,61,count/min
2019-02-12 01:09:53 +0100,59,count/min
2019-02-12 01:12:41 +0100,60,count/min
2019-02-12 01:18:34 +0100,58,count/min
2019-02-12 01:22:41 +0100,60,count/min
2019-02-12 01:27:44 +0100,58.6294,count/min
2019-02-12 01:29:06 +0100,59,count/min
2019-02-12 01:32:50 +0100,60,count/min
2019-02-12 01:42:01 +0100,62,count/min
2019-02-12 01:43:21 +0100,61,count/min
2019-02-12 01:47:31 +0100,61,count/min
2019-02-12 01:52:51 +0100,59,count/min
2019-02-12 01:59:11 +0100,60,count/min
2019-02-12 02:02:36 +0100,59,count/min
2019-02-12 02:07:31 +0100,59,count/min
2019-02-12 02:12:31 +0100,60,count/min
2019-02-12 02:18:01 +0100,59,count/min
2019-02-12 02:22:52 +0100,60,count/min
2019-02-12 02:27:52 +0100,59,count/min
2019-02-12 02:32:33 +0100,60,count/min
2019-02-12 02:37:32 +0100,60,count/min
2019-02-12 02:43:21 +0100,58,count/min
2019-02-12 02:48:32 +0100,58,count/min
2019-02-12 02:52:47 +0100,60,count/min
2019-02-12 02:57:47 +0100,59,count/min
2019-02-12 03:03:22 +0100,59,count/min
2019-02-12 03:07:57 +0100,64,count/min
2019-02-12 03:14:09 +0100,63,count/min
2019-02-12 03:17:37 +0100,62,count/min
2019-02-12 03:24:08 +0100,63,count/min
2019-02-12 03:31:27 +0100,62,count/min
2019-02-12 03:32:57 +0100,61,count/min
2019-02-12 03:37:32 +0100,60,count/min
2019-02-12 03:42:42 +0100,59,count/min
2019-02-12 03:47:32 +0100,59,count/min
2019-02-12 03:52:32 +0100,59,count/min
2019-02-12 03:58:07 +0100,58,count/min
2019-02-12 04:02:57 +0100,57,count/min
2019-02-12 04:07:42 +0100,57,count/min
2019-02-12 04:14:22 +0100,58,count/min
2019-02-12 04:17:52 +0100,61,count/min
2019-02-12 04:24:37 +0100,59,count/min
2019-02-12 04:29:47 +0100,59,count/min
2019-02-12 04:36:07 +0100,54,count/min
2019-02-12 04:37:47 +0100,53,count/min
2019-02-12 04:42:52 +0100,53,count/min
2019-02-12 04:47:57 +0100,52,count/min
2019-02-12 04:53:32 +0100,52,count/min
2019-02-12 04:57:37 +0100,52,count/min
2019-02-12 05:02:32 +0100,51,count/min
2019-02-12 05:07:57 +0100,51,count/min
2019-02-12 05:13:57 +0100,50.2784,count/min
2019-02-12 05:13:37 +0100,51,count/min
2019-02-12 05:18:04 +0100,51,count/min
2019-02-12 05:22:49 +0100,51,count/min
2019-02-12 05:28:59 +0100,51,count/min
2019-02-12 05:32:58 +0100,53,count/min
2019-02-12 05:39:04 +0100,53,count/min
2019-02-12 05:43:34 +0100,53,count/min
2019-02-12 05:47:34 +0100,56,count/min
2019-02-12 05:52:49 +0100,55,count/min
2019-02-12 05:58:19 +0100,57,count/min
2019-02-12 06:02:34 +0100,57,count/min
2019-02-12 06:08:14 +0100,57,count/min
2019-02-12 06:12:54 +0100,56,count/min
2019-02-12 06:17:34 +0100,56,count/min
2019-02-12 06:22:44 +0100,57,count/min
2019-02-12 06:27:34 +0100,56,count/min
2019-02-12 06:32:39 +0100,56,count/min
2019-02-12 06:37:34 +0100,54,count/min
2019-02-12 06:42:34 +0100,54,count/min
2019-02-12 06:47:34 +0100,53,count/min
2019-02-12 06:52:54 +0100,51,count/min
2019-02-12 06:58:09 +0100,50,count/min
2019-02-12 07:03:22 +0100,52,count/min
2019-02-12 07:07:39 +0100,53,count/min
2019-02-12 07:13:20 +0100,54,count/min
2019-02-12 07:18:14 +0100,57,count/min
2019-02-12 07:22:59 +0100,56,count/min
2019-02-12 07:29:24 +0100,55,count/min
2019-02-12 07:35:14 +0100,58,count/min
2019-02-12 07:38:49 +0100,62,count/min
2019-02-12 07:42:47 +0100,67,count/min
2019-02-12 07:50:12 +0100,72,count/min
2019-02-12 07:52:30 +0100,69,count/min
2019-02-12 09:51:26 +0100,70.7834,count/min
2019-02-12 09:51:16 +0100,71,count/min
2019-02-12 09:52:58 +0100,72,count/min
2019-02-12 09:58:18 +0100,73,count/min
2019-02-12 10:12:52 +0100,89,count/min
2019-02-12 10:04:22 +0100,75,count/min
2019-02-12 10:13:45 +0100,77,count/min
2019-02-12 10:19:01 +0100,77,count/min
2019-02-12 10:27:14 +0100,77,count/min
2019-02-12 10:28:35 +0100,76,count/min
2019-02-12 10:34:40 +0100,81,count/min
2019-02-12 10:37:50 +0100,80,count/min
2019-02-12 10:43:05 +0100,86,count/min
2019-02-12 10:52:05 +0100,78,count/min
2019-02-12 10:53:50 +0100,84,count/min
2019-02-12 11:00:21 +0100,82,count/min
2019-02-12 11:04:25 +0100,81,count/min
2019-02-12 11:10:02 +0100,85,count/min
2019-02-12 11:17:28 +0100,82,count/min
2019-02-12 11:21:15 +0100,82,count/min
2019-02-12 11:22:40 +0100,80,count/min
2019-02-12 11:29:15 +0100,76,count/min
2019-02-12 11:33:59 +0100,79,count/min
2019-02-12 11:41:25 +0100,84,count/min
2019-02-12 11:42:30 +0100,83,count/min
2019-02-12 11:50:48 +0100,85,count/min
2019-02-12 11:55:28 +0100,86,count/min
2019-02-12 12:01:11 +0100,85,count/min
2019-02-12 12:06:04 +0100,87,count/min
2019-02-12 12:07:31 +0100,86,count/min
2019-02-12 12:14:37 +0100,83,count/min
2019-02-12 12:21:47 +0100,83,count/min
2019-02-12 12:26:28 +0100,77,count/min
2019-02-12 12:29:44 +0100,81,count/min
2019-02-12 12:36:08 +0100,79,count/min
2019-02-12 12:40:05 +0100,77,count/min
2019-02-12 12:42:32 +0100,78,count/min
2019-02-12 12:51:03 +0100,76,count/min
2019-02-12 12:47:47 +0100,73,count/min
2019-02-12 12:57:02 +0100,71,count/min
2019-02-12 13:03:53 +0100,90,count/min
2019-02-12 13:13:43 +0100,107,count/min
2019-02-12 12:58:16 +0100,77,count/min
2019-02-12 13:14:53 +0100,65,count/min
2019-02-12 13:25:29 +0100,100,count/min
2019-02-12 13:18:27 +0100,78,count/min
2019-02-12 13:27:15 +0100,72,count/min
2019-02-12 13:31:45 +0100,72,count/min
2019-02-12 13:34:20 +0100,72,count/min
2019-02-12 13:50:29 +0100,95,count/min
2019-02-12 13:38:10 +0100,71,count/min
2019-02-12 13:51:55 +0100,72,count/min
2019-02-12 13:55:29 +0100,72,count/min
2019-02-12 13:57:45 +0100,63,count/min
2019-02-12 14:03:37 +0100,75,count/min
2019-02-12 14:11:34 +0100,80,count/min
2019-02-12 14:15:17 +0100,77,count/min
2019-02-12 14:20:45 +0100,74,count/min
2019-02-12 14:22:34 +0100,76,count/min
2019-02-12 14:27:58 +0100,70,count/min
2019-02-12 14:36:27 +0100,78,count/min
2019-02-12 14:38:22 +0100,79,count/min
2019-02-12 14:45:26 +0100,75,count/min
2019-02-12 14:52:01 +0100,105,count/min
2019-02-12 14:57:57 +0100,106,count/min
2019-02-12 14:48:03 +0100,58,count/min
2019-02-12 15:00:22 +0100,86,count/min
2019-02-12 15:05:26 +0100,80,count/min
2019-02-12 15:12:28 +0100,84,count/min
2019-02-12 15:14:13 +0100,87,count/min
2019-02-12 15:17:47 +0100,92,count/min
2019-02-12 15:26:38 +0100,92,count/min
2019-02-12 15:28:46 +0100,86,count/min
2019-02-12 15:32:43 +0100,85,count/min
2019-02-12 15:41:09 +0100,86,count/min
2019-02-12 15:43:09 +0100,84,count/min
2019-02-12 15:49:57 +0100,84,count/min
2019-02-12 15:55:29 +0100,84,count/min
2019-02-12 15:57:53 +0100,84,count/min
2019-02-12 16:05:14 +0100,83,count/min
2019-02-12 16:10:58 +0100,85,count/min
2019-02-12 16:15:28 +0100,80,count/min
2019-02-12 16:18:56 +0100,81,count/min
2019-02-12 16:24:14 +0100,80,count/min
2019-02-12 16:30:53 +0100,87,count/min
2019-02-12 16:36:28 +0100,80,count/min
2019-02-12 16:39:35 +0100,77,count/min
2019-02-12 16:45:39 +0100,82,count/min
2019-02-12 16:51:30 +0100,82,count/min
2019-02-12 16:52:57 +0100,84,count/min
2019-02-12 17:01:49 +0100,80,count/min
2019-02-12 17:06:49 +0100,80,count/min
2019-02-12 17:12:43 +0100,77.7727,count/min
2019-02-12 17:10:00 +0100,77,count/min
2019-02-12 17:14:36 +0100,78,count/min
2019-02-12 17:21:33 +0100,82,count/min
2019-02-12 17:23:51 +0100,79,count/min
2019-02-12 17:31:39 +0100,85,count/min
2019-02-12 17:34:32 +0100,74,count/min
2019-02-12 17:46:20 +0100,81,count/min
2019-02-12 17:50:12 +0100,79,count/min
2019-02-12 18:03:06 +0100,102,count/min
2019-02-12 17:59:25 +0100,80,count/min
2019-02-12 18:38:32 +0100,71,count/min
2019-02-12 19:12:15 +0100,76,count/min
2019-02-12 19:14:43 +0100,80,count/min
2019-02-12 19:26:34 +0100,79,count/min
2019-02-12 19:28:39 +0100,66,count/min
2019-02-12 19:36:05 +0100,66,count/min
2019-02-12 19:39:45 +0100,81,count/min
2019-02-12 19:42:47 +0100,84,count/min
2019-02-12 19:51:36 +0100,67,count/min
2019-02-12 19:55:37 +0100,66,count/min
2019-02-12 19:57:52 +0100,66,count/min
2019-02-12 20:05:36 +0100,67,count/min
2019-02-12 20:09:19 +0100,65,count/min
2019-02-12 20:17:26 +0100,62,count/min
2019-02-12 20:18:40 +0100,64,count/min
2019-02-12 20:24:19 +0100,61,count/min
2019-02-12 20:37:25 +0100,74,count/min
2019-02-12 20:40:23 +0100,60,count/min
2019-02-12 20:42:58 +0100,60,count/min
2019-02-12 20:50:11 +0100,59,count/min
2019-02-12 20:54:07 +0100,60,count/min
2019-02-12 20:59:27 +0100,66,count/min
2019-02-12 21:06:10 +0100,60,count/min
2019-02-12 21:08:14 +0100,62,count/min
2019-02-12 21:12:42 +0100,61,count/min
2019-02-12 21:18:21 +0100,64,count/min
2019-02-12 21:26:04 +0100,71,count/min
2019-02-12 21:31:55 +0100,70,count/min
2019-02-12 21:37:07 +0100,74,count/min
2019-02-12 21:40:43 +0100,83,count/min
2019-02-12 21:55:22 +0100,82,count/min
2019-02-12 22:01:42 +0100,86,count/min
2019-02-12 22:07:25 +0100,68,count/min
2019-02-12 22:10:46 +0100,68,count/min
2019-02-12 22:14:45 +0100,69,count/min
2019-02-12 22:25:15 +0100,71,count/min
2019-02-12 22:28:04 +0100,62,count/min
2019-02-12 22:41:13 +0100,68,count/min
2019-02-12 22:47:03 +0100,64,count/min
2019-02-12 22:52:14 +0100,61,count/min
2019-02-12 22:52:19 +0100,61,count/min
2019-02-12 22:52:23 +0100,61,count/min
2019-02-12 22:52:28 +0100,62,count/min
2019-02-12 22:48:26 +0100,63,count/min
2019-02-12 22:53:30 +0100,56,count/min
2019-02-12 22:58:18 +0100,56,count/min
2019-02-12 23:06:35 +0100,69,count/min
2019-02-12 23:11:27 +0100,66,count/min
2019-02-12 23:14:03 +0100,65,count/min
2019-02-12 23:22:06 +0100,59,count/min
2019-02-12 23:23:13 +0100,62,count/min
2019-02-12 23:31:38 +0100,61,count/min
2019-02-12 23:33:10 +0100,70,count/min
2019-02-12 23:38:57 +0100,63,count/min
2019-02-12 23:47:10 +0100,64,count/min
2019-02-12 23:48:49 +0100,73,count/min
2019-02-12 23:56:00 +0100,62,count/min
2019-02-13 00:01:21 +0100,64,count/min
2019-02-13 00:03:43 +0100,60,count/min
2019-02-13 00:08:23 +0100,60,count/min
2019-02-13 00:14:19 +0100,62,count/min
2019-02-13 00:19:26 +0100,62,count/min
2019-02-13 00:26:22 +0100,64,count/min
2019-02-13 00:28:08 +0100,62,count/min
2019-02-13 00:32:51 +0100,61,count/min
2019-02-13 00:37:43 +0100,61,count/min
2019-02-13 00:43:07 +0100,60,count/min
2019-02-13 00:47:33 +0100,60,count/min
2019-02-13 00:52:51 +0100,60,count/min
2019-02-13 00:57:38 +0100,59,count/min
2019-02-13 01:02:38 +0100,58,count/min
2019-02-13 01:12:18 +0100,57.9623,count/min
2019-02-13 01:07:53 +0100,57,count/min
2019-02-13 01:13:25 +0100,58,count/min
2019-02-13 01:18:19 +0100,58,count/min
2019-02-13 01:22:30 +0100,59,count/min
2019-02-13 01:28:15 +0100,58,count/min
2019-02-13 01:32:35 +0100,59,count/min
2019-02-13 01:39:52 +0100,61,count/min
2019-02-13 01:44:37 +0100,61,count/min
2019-02-13 01:48:55 +0100,62,count/min
2019-02-13 01:52:30 +0100,61,count/min
2019-02-13 01:57:45 +0100,61,count/min
2019-02-13 02:02:45 +0100,61,count/min
2019-02-13 02:07:30 +0100,62,count/min
2019-02-13 02:13:21 +0100,63,count/min
2019-02-13 02:17:58 +0100,63,count/min
2019-02-13 02:22:50 +0100,66,count/min
2019-02-13 02:28:10 +0100,65,count/min
2019-02-13 02:32:55 +0100,63,count/min
2019-02-13 02:38:05 +0100,62,count/min
2019-02-13 02:42:40 +0100,63,count/min
2019-02-13 02:47:30 +0100,63,count/min
2019-02-13 02:53:05 +0100,64,count/min
2019-02-13 02:57:30 +0100,64,count/min
2019-02-13 03:02:30 +0100,62,count/min
2019-02-13 03:08:25 +0100,63,count/min
2019-02-13 03:13:35 +0100,62,count/min
2019-02-13 03:18:15 +0100,63,count/min
2019-02-13 03:22:40 +0100,63,count/min
2019-02-13 03:28:15 +0100,63,count/min
2019-02-13 03:33:15 +0100,60,count/min
2019-02-13 03:37:30 +0100,60,count/min
2019-02-13 03:42:50 +0100,59,count/min
2019-02-13 03:47:45 +0100,58,count/min
2019-02-13 03:52:30 +0100,58,count/min
2019-02-13 03:58:05 +0100,59,count/min
2019-02-13 04:03:10 +0100,60,count/min
2019-02-13 04:07:55 +0100,59,count/min
2019-02-13 04:13:00 +0100,59,count/min
2019-02-13 04:17:30 +0100,59,count/min
2019-02-13 04:22:30 +0100,60,count/min
2019-02-13 04:27:35 +0100,60,count/min
2019-02-13 04:32:35 +0100,60,count/min
2019-02-13 04:37:30 +0100,60,count/min
2019-02-13 04:42:30 +0100,60,count/min
2019-02-13 04:47:50 +0100,60,count/min
2019-02-13 04:53:10 +0100,59,count/min
2019-02-13 04:58:07 +0100,59,count/min
2019-02-13 05:03:47 +0100,57,count/min
2019-02-13 05:12:15 +0100,57.4208,count/min
2019-02-13 05:07:40 +0100,57,count/min
2019-02-13 05:14:22 +0100,58,count/min
2019-02-13 05:19:37 +0100,59,count/min
2019-02-13 05:24:37 +0100,59,count/min
2019-02-13 05:27:32 +0100,59,count/min
2019-02-13 05:32:52 +0100,59,count/min
2019-02-13 05:37:32 +0100,58,count/min
2019-02-13 05:42:46 +0100,58,count/min
2019-02-13 05:47:37 +0100,58,count/min
2019-02-13 05:54:02 +0100,57,count/min
2019-02-13 05:59:47 +0100,58,count/min
2019-02-13 06:03:18 +0100,58,count/min
2019-02-13 06:07:47 +0100,55,count/min
2019-02-13 06:12:32 +0100,56,count/min
2019-02-13 06:17:34 +0100,56,count/min
2019-02-13 06:22:42 +0100,57,count/min
2019-02-13 06:29:06 +0100,56,count/min
2019-02-13 06:36:27 +0100,56,count/min
2019-02-13 06:38:57 +0100,57,count/min
2019-02-13 06:45:07 +0100,58,count/min
2019-02-13 06:47:42 +0100,61,count/min
2019-02-13 06:53:00 +0100,59,count/min
2019-02-13 07:01:02 +0100,58,count/min
2019-02-13 07:04:17 +0100,57,count/min
2019-02-13 07:08:41 +0100,59,count/min
2019-02-13 07:12:32 +0100,59,count/min
2019-02-13 07:19:51 +0100,67,count/min
2019-02-13 07:25:07 +0100,69,count/min
2019-02-13 07:31:22 +0100,68,count/min
2019-02-13 07:34:07 +0100,68,count/min
2019-02-13 07:39:36 +0100,64,count/min
2019-02-13 07:43:13 +0100,66,count/min
2019-02-13 07:49:01 +0100,70,count/min
2019-02-13 07:56:36 +0100,64,count/min
2019-02-13 08:01:23 +0100,64,count/min
2019-02-13 08:05:49 +0100,69,count/min
2019-02-13 08:10:57 +0100,66,count/min
2019-02-13 08:12:41 +0100,66,count/min
2019-02-13 08:20:58 +0100,66,count/min
2019-02-13 08:25:47 +0100,66,count/min
2019-02-13 08:29:29 +0100,55,count/min
2019-02-13 08:36:37 +0100,65,count/min
2019-02-13 08:39:38 +0100,66,count/min
2019-02-13 08:43:42 +0100,69,count/min
2019-02-13 08:58:08 +0100,69,count/min
2019-02-13 09:08:36 +0100,73,count/min
2019-02-13 09:18:34 +0100,65,count/min
2019-02-13 09:26:38 +0100,77,count/min
2019-02-13 09:34:56 +0100,70,count/min
2019-02-13 09:40:04 +0100,75,count/min
2019-02-13 09:45:23 +0100,76,count/min
2019-02-13 09:48:36 +0100,74,count/min
2019-02-13 09:55:01 +0100,71,count/min
2019-02-13 09:59:51 +0100,76,count/min
2019-02-13 10:03:43 +0100,76,count/min
2019-02-13 10:11:32 +0100,86,count/min
2019-02-13 10:15:41 +0100,76,count/min
